tenantInstitutionId,tenantInstitutionName,sector,industry_group,industry,sub_industry
4000462,Chicago Title Insurance Co.,Financials,Insurance,Insurance,Property and Casualty Insurance
4049429,Capital District Physicians' Health Plan Inc.,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Managed Health Care
4171597,University of Pittsburgh Medical Center,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Facilities
4056399,AmeriHealth HMO Inc.,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Managed Health Care
1010048,Chase Bank USA NA,Financials,Banks,Banks,Diversified Banks
4057184,CSC Holdings LLC,Communication Services,Media and Entertainment,Media,Cable and Satellite
16258,State Farm Life Insurance Co.,Financials,Insurance,Insurance,Life and Health Insurance
113824,Credit Suisse Group AG,Financials,Diversified Financials,Capital Markets,Diversified Capital Markets
4057219,Sprint Corp.,Communication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services
4074603,Six Flags Entertainment Corp.,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Leisure Facilities
103042,Morgan Stanley,Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage
103442,Marsh & McLennan Cos. Inc.,Financials,Insurance,Insurance,Insurance Brokers
4087003,First Niagara Bank NA,Financials,Banks,Banks,Regional Banks
4057757,Nasdaq Inc.,Financials,Diversified Financials,Capital Markets,Financial Exchanges and Data
4147551,China Merchants Bank Co. Ltd.,Financials,Banks,Banks,Diversified Banks
4106934,Institutional Shareholder Services Inc.,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4054422,Nippon Life Insurance Co.,Financials,Insurance,Insurance,Life and Health Insurance
4042156,Zurich Insurance Group AG,Financials,Insurance,Insurance,Multi-line Insurance
100095,HSBC USA Inc.,Financials,Banks,Banks,Diversified Banks
4105094,J.C. Flowers & Co. LLC,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
4085931,Nomura Holdings Inc.,Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage
4057462,Milliman Inc.,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4053361,1st Constitution Bancorp,Financials,Banks,Banks,Regional Banks
1024418,Capital One Bank (USA) NA,Financials,Banks,Banks,Diversified Banks
1002231,Cenlar FSB,Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance
4072145,Exelon Generation Co. LLC,Utilities,Utilities,Independent Power and Renewable Electricity Producers,Independent Power Producers and Energy Traders
1014612,Ridgewood Savings Bank,Financials,Banks,Banks,Regional Banks
4095755,CubeSmart,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
4323331,Paramount Group Inc.,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
11982,ACE American Insurance Co.,Financials,Insurance,Insurance,Property and Casualty Insurance
1004950,City National Bank,Financials,Banks,Banks,Regional Banks
4092178,Cohen & Steers Inc.,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
4095322,Prudential Bancorp Inc.,Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance
4086846,Bank of America Merrill Lynch International Ltd.,Financials,Banks,Banks,Diversified Banks
4329564,Shutterstock Inc.,Consumer Discretionary,Retailing,Internet and Direct Marketing Retail,Internet and Direct Marketing Retail
4121645,Viacom Inc.,Communication Services,Media and Entertainment,Entertainment,Movies and Entertainment
4081231,Andersen Tax LLC,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4095086,iHeartCommunications Inc.,Communication Services,Media and Entertainment,Media,Broadcasting
4211154,Twitter Inc.,Communication Services,Media and Entertainment,Interactive Media and Services,Interactive Media and Services
4187943,Investcorp International Inc.,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
4193876,Applebee's International Inc.,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants
1001879,Sterling National Bank,Financials,Banks,Banks,Regional Banks
4071057,Sterling Jewelers Inc.,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
4085490,HealthNow New York Inc.,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Managed Health Care
4173021,Geisinger Health System Foundation,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Office Services and Supplies
12019,Clarendon National Insurance Co.,Financials,Insurance,Insurance,Property and Casualty Insurance
1021644,Synchrony Bank,Financials,Banks,Banks,Regional Banks
4034200,P. Schoenfeld Asset Management LP,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
4211343,First Solar Inc.,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors
1007545,KeyBank NA,Financials,Banks,Banks,Diversified Banks
113695,Metropolitan Life Insurance Co.,Financials,Insurance,Insurance,Life and Health Insurance
4092324,Kite Realty Group Trust,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs
4226842,Winton Capital Management Ltd.,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
4105744,First Guaranty Mortgage Corp.,Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance
4121888,Brookdale Senior Living Inc.,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Facilities
1008056,Lyons National Bank,Financials,Banks,Banks,Regional Banks
4188861,Xand Corp.,Information Technology,Software and Services,IT Services,Internet Services and Infrastructure
4188761,Recreational Equipment Inc.,Consumer Discretionary,Consumer Durables and Apparel,Leisure Products,Leisure Products
4188912,International Enterprise Singapore,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services
4187508,Atria Senior Living Inc.,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Facilities
4183747,Ascot Underwriting Ltd.,Financials,Insurance,Insurance,Property and Casualty Insurance
4182157,Michaels Stores Inc.,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores
4171497,Regus Group Ltd.,Real Estate,Real Estate,Real Estate Management and Development,Real Estate Operating Companies
4165866,Drug Enforcement Admin,,,,
4204677,United Natural Foods Inc.,Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Food Distributors
4202635,Estée Lauder Cosmetics Ltd.,Consumer Staples,Household and Personal Products,Personal Products,Personal Products
4202392,NTW Inc.,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail
4201565,Mister Car Wash,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
4200840,"Christmas Tree Shops, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores
4200772,"HF Management Services, LLC",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Services
4189919,DaVita Inc.,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Services
4188599,Red Bull GmbH,Consumer Staples,"Food, Beverage and Tobacco",Beverages,Soft Drinks
4171299,Burberry Group PLC,Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods"
4168611,Department of Veterans' Affairs,,,,
4162818,PANDORA Inc.,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Leisure Facilities
4166550,"ValueOptions, Inc.",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Managed Health Care
4162537,ALDI Einkauf GmbH & Co. oHG,Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Food Retail
4162304,Broder Bros. Co.,Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods"
4161571,Top Shop/Top Man Ltd,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
4159346,Tasty Baking Co.,Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats
4157724,"Sephora USA, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores
4148248,Connell Foley LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4146511,"Dr. Jay's, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
4142249,Lancaster General Hospital Inc.,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Facilities
4122928,Advance Magazine Group,Communication Services,Media and Entertainment,Media,Publishing
4121560,Wawa Inc.,Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Food Retail
4120239,Kohl's Corp.,Consumer Discretionary,Retailing,Multiline Retail,Department Stores
4114339,Circle K Stores Inc.,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail
4113353,CAE Inc.,Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense
4112718,Tapestry Inc.,Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods"
4107071,Main Event Entertainment,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Leisure Facilities
4155684,The Children's Hospital of Philadelphia,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Facilities
4154614,hhgregg Inc.,Consumer Discretionary,Retailing,Specialty Retail,Computer and Electronics Retail
4122031,BSCV Department Store LLC,Consumer Discretionary,Retailing,Internet and Direct Marketing Retail,Internet and Direct Marketing Retail
4115220,Westat Inc.,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4104478,Perkins & Marie Callender's LLC,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants
4050764,Crump Life Insurance Services Inc.,Financials,Insurance,Insurance,Insurance Brokers
4095638,McDonald's Corp.,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants
4094936,BMW of Manhattan,,,,
4094885,SAVVIS Inc.,Information Technology,Software and Services,IT Services,Internet Services and Infrastructure
4094770,Wakefern Food Corp.,Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Food Retail
4094738,The Finish Line Inc.,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
4094688,Pacific Sunwear of California LLC,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
4151549,Hearst Communications Inc.,Communication Services,Media and Entertainment,Media,Publishing
4142175,Whole Foods Market Inc.,Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Food Retail
4133934,BUCA Inc.,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants
4133836,Bridgestone Americas Tire Operations LLC,Consumer Discretionary,Automobiles and Components,Auto Components,Tires and Rubber
4133014,Nestlé Waters North America Inc.,Consumer Staples,"Food, Beverage and Tobacco",Beverages,Soft Drinks
4132848,L3 Technologies Inc.,Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense
4132797,TravelCenters of America LLC,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail
4126080,Costco Wholesale Corp.,Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Hypermarkets and Super Centers
4120082,Howrey LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4115470,Hay Group Inc.,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4109201,Bob's Discount Furniture LLC,Consumer Discretionary,Retailing,Specialty Retail,Homefurnishing Retail
4109883,"Pei Wei Asian Diner, Inc.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants
4107759,Puma,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
4086641,American Woman Figure Salons,,,,
4104460,Arcadis US Inc.,Industrials,Capital Goods,Construction and Engineering,Construction and Engineering
4104065,Vivendi SA,Communication Services,Media and Entertainment,Entertainment,Movies and Entertainment
4103329,Capital Senior Living Corp.,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Facilities
4100173,Morrison Cohen LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4098653,T-Bowl Inc.,,,,
4096920,Kforce Inc.,Industrials,Commercial and Professional Services,Professional Services,Human Resource and Employment Services
4096468,Crozer-Keystone Health System Inc.,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Facilities
4087398,American Tire Distributors Inc.,Consumer Discretionary,Retailing,Distributors,Distributors
4086731,Universal Music Group Inc.,Communication Services,Media and Entertainment,Entertainment,Movies and Entertainment
4085126,Skanska USA Building Inc.,Industrials,Capital Goods,Construction and Engineering,Construction and Engineering
4078958,Wilmington Finance Inc.,Financials,Diversified Financials,Diversified Financial Services,Specialized Finance
